customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
1790,Nicole Williams,andrew91@example.com,Switzerland,2020-04-26,Basic,10856.77
1791,Tanya Sloan,,Korea,2021-03-05,Basic,33891.71
1792,Steven Phelps,elizabethriley@example.com,Estonia,2022-09-10,Premium,20485.35
1793,Daryl Walker,aallen@example.com,Australia,2019-08-21,Premium,14580.63
1794,Rebekah Hill,usmith@example.net,Solomon Islands,2020-12-08,Premium,30922.24
1795,Kyle Williams,amandatran@example.org,Timor-Leste,2020-10-14,Standard,29186.86
1796,William Castro,gregory30@example.net,Japan,2023-02-20,Premium,614.98
1797,Matthew Potts,garciasarah@example.net,Eritrea,2019-06-30,Standard,48722.52
1798,Eduardo Scott,rebeccaharris@example.org,Guyana,2022-06-17,Basic,10689.66
1799,Timothy Collins,joneseric@example.org,Timor-Leste,2022-04-20,Basic,21222.22
1800,Tiffany Jones,tammy17@example.com,British Virgin Islands,2024-09-12,Standard,3745.48
1801,Sandy Nichols,olsonchristina@example.org,Guinea-Bissau,2024-03-31,Premium,2700.42
1802,Heather Hughes,amywright@example.org,United States Minor Outlying Islands,2020-08-19,Standard,45420.50
1803,Regina Mcguire,gayfrancis@example.com,Central African Republic,2024-10-19,Basic,48363.77
1804,Melissa Lee,anthony66@example.org,Sri Lanka,2024-09-16,Basic,37437.27
1805,Robin Lewis,christinewebb@example.net,San Marino,2018-07-06,Premium,12757.48
1806,Vanessa Garner,dgrant@example.com,Gibraltar,2024-12-13,Standard,15195.12
1807,Christina Williams,klopez@example.com,Andorra,2022-06-05,Basic,18607.97
1808,Taylor Wong MD,montesmichelle@example.org,Burkina Faso,2024-04-10,Premium,29066.30
1809,Linda Hoffman,watkinsthomas@example.net,Micronesia,2020-12-02,Premium,25236.96
1810,Gina Weber,hartmandanielle@example.org,Georgia,2021-10-21,Standard,6682.78
1811,Jessica Williams,brownkevin@example.org,Qatar,2021-07-23,Basic,26568.15
1812,James Hernandez,melissa18@example.com,Belarus,2019-08-04,Standard,5930.42
1813,Dr. Jason Johnson IV,jenniferkane@example.net,Netherlands,2018-06-30,Premium,25010.61
1814,Ariel Wilson,katrina51@example.org,Morocco,2021-02-24,Basic,18093.55
1815,Robert Hall,larry88@example.org,Sudan,2022-10-28,Standard,45149.35
1816,Taylor Berg,rebecca41@example.com,Sao Tome and Principe,2020-12-14,Basic,41496.50
1817,Emily Humphrey,barrettjoseph@example.org,Burundi,2020-12-16,Basic,15719.21
1818,Travis Chapman,vancebrad@example.com,Iraq,2019-11-07,Standard,36869.77
1819,Deborah Garza,christopherjackson@example.net,Uruguay,2023-07-06,Premium,27828.17
1820,Sharon Mccoy,ruizjessica@example.org,Chile,2022-12-08,Premium,9527.11
1821,Samantha Fleming,veronicasmith@example.net,Turkey,2018-08-12,Premium,9238.75
1822,Robert Parsons,travisyoung@example.com,Croatia,2023-04-11,Standard,8261.39
1823,Jasmine Bryan,max69@example.com,United States Minor Outlying Islands,2023-03-29,Standard,5889.60
1824,Debra Jensen,mannjonathan@example.net,Luxembourg,2023-07-21,Premium,22131.83
1825,Brian Garza,hayley92@example.net,Mozambique,2024-04-16,Standard,22942.21
1826,Michael Anderson,halljohn@example.org,Saint Martin,2019-04-06,Basic,43357.28
1827,James Sanford,susan90@example.net,Cote d'Ivoire,2019-05-22,Standard,4769.54
1828,Sandra Smith,petersonsergio@example.org,Saint Kitts and Nevis,2021-03-09,Premium,41764.19
1829,Barbara Wood,hgray@example.net,Falkland Islands (Malvinas),2023-09-15,Standard,28206.04
1830,Dakota Reid,paullopez@example.net,Togo,2024-07-26,Premium,29219.01
1831,Dana Burns,samuel40@example.com,Kyrgyz Republic,2018-01-17,Basic,38365.70
1832,Richard Bass,nwarren@example.com,Bouvet Island (Bouvetoya),2020-01-10,Standard,46028.62
1833,Brenda Ramirez,ehammond@example.net,Bahrain,2020-10-05,Standard,33877.73
1834,Hannah Newman,rharris@example.com,Iceland,2021-09-08,Premium,14285.63
1835,John Kim,andreyoung@example.com,Hungary,2019-05-15,Standard,18740.56
1836,Travis Hicks,danielgriffith@example.net,Equatorial Guinea,2019-03-11,Standard,7773.40
1837,Denise Barrett,julie01@example.net,Turks and Caicos Islands,2018-11-29,Standard,41551.89
1838,Steven King,katherinebarnett@example.net,Togo,2023-05-20,Standard,31455.00
1839,Rebecca Moreno,courtneymadden@example.org,Canada,2021-01-08,Basic,32934.51
2886,Erin Norris,abradley@example.com,Congo,2021-09-11,Premium,32843.02
1841,Nicholas Le,zking@example.com,Namibia,2023-01-30,Standard,47376.18
1842,James Wilkinson,cody79@example.org,Tuvalu,2024-05-20,Premium,10647.21
1843,Angel Rogers,iblake@example.com,Lithuania,2018-07-19,Basic,14219.41
1844,Tyler Smith,garciapaula@example.org,Isle of Man,2018-08-16,Basic,3629.13
1845,Christine Gutierrez,garciaveronica@example.net,Kazakhstan,2024-10-02,Standard,4718.30
1846,Connie Lewis,collin40@example.net,Ireland,2020-11-11,Premium,12080.00
1847,Douglas Chapman,forozco@example.com,Uzbekistan,2022-06-22,Premium,1123.55
1848,Bryan Trujillo,bradleybarker@example.net,Chad,2020-05-02,Premium,19486.29
1849,Melissa Smith,nmontoya@example.com,Tuvalu,2022-07-07,Standard,32393.68
1850,Brandon Aguilar,aaron55@example.com,Moldova,2019-09-24,Premium,14997.48
1851,Alyssa Davis,contrerasjames@example.org,Djibouti,2022-11-06,Basic,40337.02
1852,Morgan Gonzalez,jamesphillips@example.org,Panama,2021-06-24,Basic,30215.33
1853,Luke Johnson,michaelsherman@example.com,Syrian Arab Republic,2022-01-10,Basic,4895.96
1854,Brittany Brown,thomassmith@example.com,Antigua and Barbuda,2022-02-14,Basic,10073.58
1855,Melinda Orozco,millereric@example.org,Cape Verde,2022-12-30,Standard,23874.34
1856,Jeffrey Lyons,josephmeyer@example.net,Turks and Caicos Islands,2024-04-25,Basic,21211.22
1857,Tiffany Frederick,olivia29@example.net,Panama,2022-09-27,Standard,30732.00
1858,Tiffany Coleman,qramirez@example.net,Croatia,2022-11-14,Basic,21358.25
1859,Rebecca Houston,richardbennett@example.net,Lao People's Democratic Republic,2018-06-15,Basic,17153.07
1860,Shelly Wilson,rachelhall@example.net,Martinique,2023-03-14,Basic,11289.09
1861,Ashley Mendoza,brianwhite@example.org,South Georgia and the South Sandwich Islands,2019-09-28,Standard,26411.21
1862,Terry Romero,allenandrea@example.com,Malta,2023-11-20,Premium,14606.08
1863,Debbie Rivera,mariawilliams@example.com,Thailand,2022-11-27,Premium,45369.66
1864,Brenda Tyler,holmescolleen@example.org,Jamaica,2023-05-11,Standard,7515.47
1865,Kimberly Rojas,steven45@example.org,Antigua and Barbuda,2019-06-08,Basic,45154.89
1866,Penny Rowe,,Gibraltar,2020-10-15,Basic,21443.82
1867,Patrick Walsh,millerjames@example.org,Kazakhstan,2024-05-17,Premium,27594.62
1868,Kimberly Watson,ballvanessa@example.com,Hong Kong,2018-07-04,Basic,5470.85
1869,Rebecca Gordon,karen42@example.org,Mayotte,2022-10-07,Standard,4814.77
1870,Lindsay Ray,hmitchell@example.org,Canada,2024-05-17,Standard,17837.34
1871,Phillip Mason,edwardstaylor@example.net,Jordan,2024-07-26,Premium,38455.47
1872,Andrew Williams,nina65@example.net,Guam,2018-03-08,Premium,37051.76
1873,Nathaniel Hill,richardhart@example.org,Isle of Man,2023-03-11,Premium,39330.24
1874,Derrick Perez,mike05@example.com,Swaziland,2022-05-29,Premium,4256.20
1875,Kenneth Blair,weberbrian@example.org,Dominican Republic,2021-05-04,Standard,29401.70
1876,Scott Grant,kristin09@example.net,Zambia,2023-02-07,Basic,22552.40
1877,Tammy Lopez,brownlaurie@example.org,Tonga,2020-12-21,Standard,48339.31
1878,Ruben Martinez,,Christmas Island,2020-02-06,Premium,9335.86
1879,Kara Gilmore,zacharygray@example.org,Marshall Islands,2024-10-10,Standard,43593.63
1880,Jennifer Allen,thomasricardo@example.net,French Polynesia,2019-03-12,Standard,26765.36
1881,Kelly Brewer,rickey20@example.org,Turkmenistan,2018-01-24,Standard,5922.25
1882,Mitchell Richardson,tlewis@example.com,Belize,2019-12-05,Basic,23908.28
1883,Andrew Price,wmoore@example.com,Saudi Arabia,2022-07-18,Basic,48293.61
1884,Shane Lopez,jenniferwood@example.net,Pitcairn Islands,2024-10-01,Basic,24387.45
1885,Corey Grimes,barnettterry@example.com,Isle of Man,2024-12-08,Basic,18100.37
1886,Sharon Palmer,ingramjessica@example.com,Dominican Republic,2022-06-06,Standard,4472.99
1887,Kathryn White,martin27@example.net,Switzerland,2019-07-08,Premium,9621.02
1888,Megan Morgan,gloria04@example.org,Costa Rica,2018-03-07,Basic,48528.97
1889,Christine Hubbard,james84@example.net,Germany,2018-04-20,Premium,24107.75
1890,Barbara Chandler,lindadavis@example.net,Netherlands Antilles,2019-08-18,Basic,12164.83
1891,John Johns,stephenscatherine@example.org,Dominican Republic,2024-01-16,Premium,4396.07
1892,Lynn Gonzalez,dennisschneider@example.org,Armenia,2023-03-14,Premium,23752.06
1893,Sarah Cummings,hullcheryl@example.net,Luxembourg,2018-03-31,Premium,8388.66
1894,Erin Price,ayu@example.net,Saint Helena,2019-09-17,Basic,35159.65
1895,Stephanie Smith,jasonjohnson@example.org,Namibia,2023-06-10,Standard,1079.43
1896,Richard Rodriguez,marywarren@example.org,Ecuador,2023-01-16,Basic,12207.22
1897,Felicia Walsh,sbaker@example.net,British Indian Ocean Territory (Chagos Archipelago),2021-04-22,Basic,41489.59
1898,Susan Rangel,peterlynch@example.com,Burkina Faso,2022-05-24,Premium,16759.12
1899,Angela Munoz,pittsdanielle@example.net,France,2019-02-25,Basic,42396.71
1900,Eduardo Hall,bcooper@example.net,Burundi,2022-11-04,Standard,42445.95
1901,Jennifer Jackson,shellyobrien@example.net,Cameroon,2024-06-28,Basic,36580.82
1902,Jerry Rogers,qjones@example.org,Qatar,2021-04-06,Premium,24426.08
1903,Monica Anderson,cshepard@example.com,Norfolk Island,2023-06-15,Basic,29592.86
1904,Ricky Young,ypatterson@example.net,Aruba,2024-11-09,Basic,45263.15
1905,Anne Francis,bdeleon@example.org,Western Sahara,2023-06-22,Premium,35743.09
1906,William Meyer,michaelsanders@example.net,Benin,2023-12-04,Premium,21158.03
1907,Pamela Hughes,vjones@example.org,Bolivia,2021-07-17,Basic,3269.18
1908,Patricia King,michael68@example.net,Cocos (Keeling) Islands,2022-09-05,Standard,5935.34
1909,Brian Sims,jcoleman@example.net,United Kingdom,2024-12-25,Basic,17403.53
1910,Daniel Warren,kelly01@example.org,Gabon,2022-11-22,Premium,8150.54
1911,Abigail Rose,vdeleon@example.com,Dominica,2020-02-27,Standard,17257.98
1912,Michael Pierce,ricklewis@example.net,Holy See (Vatican City State),2020-08-08,Basic,11063.15
1913,Becky Garcia,shannon09@example.org,Madagascar,2021-10-21,Basic,42687.34
1914,Justin Zimmerman,justin20@example.net,Korea,2023-04-03,Premium,44170.35
1915,Lauren Martin PhD,kwang@example.com,Trinidad and Tobago,2022-05-18,Standard,41670.73
1916,Elizabeth Tran,hdavis@example.com,Cameroon,2022-01-15,Standard,40007.78
1917,Holly Cruz,dylancunningham@example.com,Angola,2019-10-26,Basic,10439.71
1918,Stacy Hudson,stephaniezamora@example.org,Colombia,2018-12-20,Basic,24196.20
1919,Renee Walker,kimberlyjordan@example.net,Monaco,2019-12-11,Premium,7900.07
1920,Amy Dean,branchthomas@example.com,Northern Mariana Islands,2023-07-09,Premium,39694.77
1921,Phillip Compton,maygordon@example.org,Georgia,2023-07-16,Standard,11812.47
1922,Wendy Perez,markbates@example.com,Pakistan,2024-03-30,Premium,49963.14
1923,Travis Taylor,hufftina@example.org,Ukraine,2022-01-09,Standard,17916.49
1924,Jason Alvarado,rachelknight@example.com,Guam,2019-10-12,Premium,41414.64
1925,Robert Bowers,wgarza@example.net,Philippines,2023-08-25,Premium,40360.10
1926,Matthew Davis,wberry@example.com,Norfolk Island,2021-10-15,Standard,5787.07
1927,Ronald Smith,gstokes@example.net,Switzerland,2020-07-17,Premium,28142.87
1928,Brianna Lee,ashley14@example.org,Singapore,2023-06-16,Standard,49683.77
1929,Joshua Allen,melissa40@example.org,Syrian Arab Republic,2021-12-26,Premium,38527.74
1930,Karen Walker,contreraswillie@example.net,India,2024-03-31,Standard,44826.25
1931,Jean Murillo,basskathryn@example.net,Cook Islands,2023-10-13,Basic,33507.35
1932,Michael Olsen,madison00@example.org,Honduras,2018-07-26,Standard,39969.45
1933,Lisa Ramirez,crystal15@example.org,Korea,2019-03-31,Premium,39104.45
1934,Christopher Soto,monicaavery@example.net,Isle of Man,2024-11-02,Premium,41198.15
1935,Amber Richardson,joseph77@example.com,Netherlands Antilles,2018-06-21,Basic,5360.01
1936,Christopher Klein,umcclure@example.com,Serbia,2019-04-29,Premium,45558.19
1937,Megan Carlson,andrew17@example.net,Niue,2019-10-06,Basic,14676.94
1938,Tammy Leblanc,arianarandolph@example.org,Seychelles,2022-12-14,Basic,24969.71
1939,Alison Zuniga,carlos33@example.org,Korea,2019-02-11,Premium,32389.94
1940,Timothy Best,michael23@example.com,United States Virgin Islands,2021-10-02,Premium,6236.88
1941,Ashley Stephens,marshalljamie@example.org,Philippines,2020-04-06,Standard,48484.87
1942,Larry Smith,robinsonrobert@example.net,Paraguay,2018-01-27,Premium,41757.19
1943,John Payne,nicholas33@example.com,Belarus,2023-04-25,Standard,14409.24
1944,Kimberly Parker,barbergary@example.net,Gibraltar,2019-12-03,Premium,13374.18
1945,Sean Carter,dudleycody@example.com,Finland,2022-08-27,Standard,31509.08
1946,Cynthia Harris MD,rossamanda@example.org,United Kingdom,2020-10-02,Premium,37684.99
1947,Richard Contreras,rosejones@example.org,Northern Mariana Islands,2023-12-10,Standard,39382.07
1948,John Hoover,curtislee@example.net,Venezuela,2019-07-20,Standard,20729.13
1949,Carolyn Payne,rmueller@example.net,Kazakhstan,2022-08-04,Standard,47596.84
1950,Jeffery Mckenzie,nancycharles@example.org,Mayotte,2023-10-16,Basic,18152.54
1951,Emily Johnson,ashleycole@example.net,Angola,2018-05-02,Standard,7364.66
1952,Michael Stephens DDS,hbecker@example.com,Lesotho,2018-02-10,Basic,40331.72
1953,Jennifer Hurley,rachelholmes@example.org,Tokelau,2018-10-13,Premium,16981.35
1954,Holly Smith,christopherpittman@example.org,Czech Republic,2022-07-04,Premium,21760.21
1955,Erin Moore,qshelton@example.com,American Samoa,2022-05-30,Premium,33042.79
1956,Kimberly West,mcdanielrichard@example.org,Saint Martin,2019-09-11,Basic,2984.71
1957,Matthew Giles,holdendominic@example.net,Indonesia,2023-10-31,Standard,21023.33
1958,Nicole Friedman,joe99@example.net,France,2024-03-17,Standard,36105.40
1959,Shawna Benton,patriciajohnson@example.com,South Georgia and the South Sandwich Islands,2021-07-08,Standard,494.32
1960,Larry Blair,mproctor@example.net,Puerto Rico,2021-02-19,Basic,30559.01
1961,Wayne Wong,nicole59@example.net,Micronesia,2019-08-25,Basic,20256.51
1962,Maria Campbell,ggarrett@example.com,Sudan,2020-04-20,Basic,31255.55
1963,Amanda Pena,kellyharold@example.net,Iran,2024-12-07,Basic,22162.98
1964,John Ryan,anthonygilbert@example.com,Hong Kong,2021-11-15,Basic,20284.83
1965,Tracey Brown,isimpson@example.com,Hungary,2020-03-19,Standard,4305.62
1966,Shannon Andrews,twagner@example.org,Taiwan,2024-01-11,Standard,19560.68
1967,Erica Ray,cgamble@example.net,Martinique,2019-06-01,Basic,49597.01
1968,Joseph Ross,faithsparks@example.com,Austria,2021-03-08,Premium,4731.70
1969,Sonya Alvarado,karla66@example.net,Niger,2024-03-10,Standard,26114.66
1970,Jesus Johnson,jacksonrachel@example.org,Slovakia (Slovak Republic),2019-10-18,Premium,1491.77
1971,Sarah Adams,sarahlong@example.net,India,2024-01-21,Basic,13008.64
1972,Harry Ochoa,jacob32@example.net,Martinique,2021-05-29,Basic,21195.02
1973,Sarah Clarke,michellelee@example.net,Vietnam,2023-09-01,Premium,36626.11
1974,Jared Green,jacob57@example.org,United States Minor Outlying Islands,2022-03-08,Standard,31386.78
1975,Jasmine Schmitt,richardlawrence@example.net,Cyprus,2021-12-22,Premium,2481.87
1976,Lawrence Parks,walkervictoria@example.net,Botswana,2019-05-26,Standard,14968.26
1977,Jeanne Diaz,ystone@example.net,Greece,2018-01-22,Standard,17015.12
1978,Frank Freeman,mallory30@example.org,Gambia,2020-08-25,Basic,49451.10
1979,Barbara Leonard,housedaniel@example.com,Netherlands Antilles,2024-05-05,Basic,44727.51
1980,Mr. Joseph Bush,josephjohnson@example.com,Cote d'Ivoire,2023-12-25,Basic,11768.51
1981,Brandon Carter,murphymark@example.org,Cuba,2021-05-10,Standard,33379.43
1982,Holly Mercado,halvarez@example.org,Dominica,2024-06-04,Basic,7084.58
1983,Jillian Stewart,moyerjoseph@example.org,Qatar,2022-03-27,Basic,36901.86
1984,Rebekah Campbell,johnsonmichael@example.com,Hungary,2019-03-08,Standard,25870.95
1985,Theresa Martinez,mhoffman@example.net,Syrian Arab Republic,2020-02-28,Standard,22770.05
1986,John Nelson,jimmypalmer@example.net,Togo,2019-08-24,Basic,21342.04
1987,Jennifer Wu,angela66@example.org,Zimbabwe,2022-08-15,Premium,4703.21
1988,Raymond Hunter,rryan@example.com,Tokelau,2022-10-07,Premium,23865.03
1989,Johnathan Morgan,tonya48@example.net,Guadeloupe,2023-01-02,Premium,18527.78
1990,Jennifer Cox,kristin94@example.org,Macao,2023-11-26,Standard,29453.15
1991,Tyler Lozano,burnettronnie@example.com,Anguilla,2023-10-27,Standard,43613.54
1992,Samuel Khan,moorekurt@example.net,Denmark,2024-07-21,Standard,31859.41
1993,Sherry Jones,davidwiley@example.org,South Georgia and the South Sandwich Islands,2022-12-08,Basic,46558.68
1994,Evan Clark,matthew08@example.org,North Macedonia,2023-06-29,Basic,48666.30
1995,Kristi White,campbelljustin@example.net,Malta,2019-10-30,Premium,25338.72
1996,Janice Harvey,sthomas@example.org,Jamaica,2023-06-09,Basic,22939.87
1997,Mark Alexander,dawn20@example.org,Haiti,2023-10-04,Basic,5991.10
1998,Victoria Padilla,keith18@example.org,Sri Lanka,2020-05-20,Standard,23720.44
1999,Michelle Morton,mclaughlinjames@example.org,Brunei Darussalam,2019-10-05,Basic,18529.67
2000,Charles Randall,simsclaire@example.org,Honduras,2019-05-02,Basic,42630.66
2001,Stacey Stone,kbaker@example.org,Saint Barthelemy,2019-03-28,Premium,18542.34
2002,Haley Patel,tpowell@example.org,Papua New Guinea,2021-04-01,Premium,26186.60
2003,Richard Yoder,qmarshall@example.net,Guyana,2019-04-28,Standard,15315.74
2004,Deborah Taylor,michellemcmahon@example.com,Cambodia,2022-03-14,Standard,14769.67
2005,Kayla Rowe,qreyes@example.net,Dominican Republic,2018-04-25,Premium,7192.78
2006,Jenna Dunn,jenniferhorne@example.net,Latvia,2024-08-12,Standard,2527.69
2007,Jim Lewis,ucobb@example.org,Vanuatu,2021-06-03,Standard,10857.51
2008,Lauren Lopez,nguyengerald@example.net,Zimbabwe,2023-06-26,Premium,6204.16
2009,Lisa Figueroa,stephanieoconnor@example.com,Palestinian Territory,2021-11-29,Premium,43534.28
2010,Angela Turner,joeljackson@example.net,Haiti,2022-09-07,Standard,28695.65
2011,Dana Lane,lukecase@example.com,Israel,2024-05-06,Standard,45024.34
2012,Nathaniel Ford,zrobinson@example.com,French Guiana,2022-03-26,Standard,41739.55
2013,Alejandro Cook,becky79@example.net,Saint Kitts and Nevis,2024-10-16,Premium,38121.37
2014,Steven Munoz,ksmith@example.org,Kazakhstan,2023-08-30,Basic,23100.71
2015,Anthony Wright,fwolf@example.net,Bouvet Island (Bouvetoya),2023-01-17,Basic,22508.83
2016,Michael Roth,bethanygrant@example.net,Ecuador,2021-08-25,Premium,40010.60
2017,Alfred Leonard,taylormichael@example.net,Somalia,2024-12-29,Standard,19423.03
2018,Amy Lopez,warejoseph@example.net,Liechtenstein,2022-06-08,Standard,27095.62
2019,Teresa Dyer,nbailey@example.net,Saint Vincent and the Grenadines,2022-12-20,Basic,13941.02
2020,Sherry Contreras,jack86@example.org,South Georgia and the South Sandwich Islands,2018-12-29,Premium,35389.71
2021,Nicole Bright,harrisjoshua@example.com,Dominica,2024-05-31,Basic,39828.32
2022,Maria Briggs,daniel15@example.org,Zimbabwe,2021-06-19,Basic,32293.47
2023,Nicholas Roach,johnsonedward@example.net,Chad,2024-04-10,Premium,9702.09
2024,Monica Matthews,elizabeth14@example.org,Lesotho,2024-12-09,Basic,28885.09
2025,Sean Dixon,salazarjames@example.org,Morocco,2018-08-05,Basic,26135.51
2026,John Clark,hdavis@example.org,Indonesia,2023-05-04,Basic,44853.53
2027,Chris Hernandez,ericdelacruz@example.net,Kuwait,2019-05-08,Basic,46815.47
2028,Paul Taylor,obrienjulie@example.org,Brazil,2020-01-07,Premium,13820.63
2029,James Anderson,bobbywilliamson@example.org,Kiribati,2020-04-22,Premium,41501.56
2030,Grant Newton,mrandolph@example.net,San Marino,2024-07-01,Standard,4323.93
2031,Amanda Armstrong,njames@example.net,American Samoa,2023-12-26,Basic,16089.51
2032,Jordan Mcdowell,kimberly12@example.com,Christmas Island,2024-08-09,Premium,24624.50
2033,Duane Clarke,igarrett@example.com,Tokelau,2018-04-06,Standard,21907.17
2034,Maurice Hendrix,caitlynbennett@example.org,Tajikistan,2022-08-27,Premium,42996.46
2035,Cheryl Bradford,jennifer10@example.org,Saint Barthelemy,2021-07-23,Standard,12933.17
2036,Linda Anderson,xcolon@example.org,Denmark,2019-04-15,Premium,27134.79
2037,Barbara Hill,jmcconnell@example.com,Mauritius,2021-03-14,Premium,9215.18
2038,Eric Bradshaw,meghangreen@example.org,Tuvalu,2019-01-03,Premium,15409.03
2039,Brooke Thomas,bconrad@example.org,Guyana,2022-07-27,Basic,8542.63
2040,Karen Grant,bruce99@example.org,Kenya,2024-11-21,Standard,9154.75
2041,Tracey Reynolds,gutierrezdavid@example.com,Marshall Islands,2018-08-28,Standard,19557.99
2042,Stephanie Peterson,stephanie20@example.org,Reunion,2021-08-03,Premium,20699.86
2043,Donna Wright,smithmichael@example.com,Zimbabwe,2021-08-20,Standard,18838.11
2044,Thomas Bowman MD,cindy57@example.net,Philippines,2019-05-11,Premium,10207.72
2045,Hannah Mitchell,sonyaking@example.org,Burundi,2024-09-11,Basic,11900.91
2046,Danielle Hamilton,williamsbrian@example.org,South Georgia and the South Sandwich Islands,2023-09-15,Basic,19313.93
2047,Barbara Clark,gspencer@example.com,Iran,2019-04-17,Standard,3125.54
2048,Tony Burns,iblack@example.org,Maldives,2023-03-19,Basic,20413.12
2049,Nicholas Diaz,hernandezanthony@example.net,Botswana,2023-06-07,Premium,20433.94
2050,Michele Ford,williamortiz@example.org,Egypt,2020-08-15,Premium,13531.07
2051,Micheal Cook,hesskeith@example.net,Zimbabwe,2024-07-28,Basic,5165.32
2052,Eric Owen,dannygonzalez@example.org,Mongolia,2024-03-22,Basic,39282.19
2053,Gregory Villarreal,sean69@example.com,Luxembourg,2021-06-01,Basic,20396.62
2054,Bryan Smith,yvonnelara@example.org,New Caledonia,2018-12-10,Basic,25071.58
2055,Rodney Calhoun,bweeks@example.com,Jordan,2019-08-07,Standard,27067.94
2056,Angela Richards,mariahlyons@example.com,Andorra,2019-11-20,Premium,26923.03
2057,William Powell,vgarcia@example.net,Namibia,2022-10-02,Basic,22641.93
2058,Barry Wilson,qchapman@example.com,British Virgin Islands,2018-01-05,Standard,48059.61
2059,Amanda Curry,brenda88@example.org,Swaziland,2024-12-17,Standard,32687.64
2060,Nicole Hodge,audrey53@example.net,Russian Federation,2019-11-17,Premium,3102.73
2061,Richard Williams,mortonkenneth@example.net,Swaziland,2023-05-30,Standard,29933.60
2062,Thomas Logan MD,pfowler@example.org,Congo,2022-04-07,Standard,42137.69
2063,Jeffrey Martinez,jreyes@example.net,French Guiana,2020-05-21,Basic,42050.14
2064,Terry Moses,javiermitchell@example.org,Libyan Arab Jamahiriya,2021-02-26,Premium,8154.67
2065,Derek Hall,kathleenkim@example.org,Saint Pierre and Miquelon,2023-12-28,Basic,3589.77
2066,Kaylee Garza,brandi19@example.com,Sri Lanka,2019-01-03,Standard,34951.62
2067,Michael Bartlett,nicolecharles@example.net,Burundi,2019-07-27,Basic,27868.31
2068,John Robertson,danieljenkins@example.org,Panama,2021-02-18,Standard,10621.42
2069,Alyssa Pratt,cody81@example.org,Heard Island and McDonald Islands,2023-08-30,Standard,44208.19
2070,Nicole Duncan,hlester@example.org,Kenya,2021-11-04,Basic,13141.89
2071,Monica Medina,sarah80@example.org,Mayotte,2023-01-29,Standard,12371.82
2072,Stephanie Torres,eugenemartinez@example.com,Mali,2021-08-10,Standard,10610.13
2073,Tammy Duncan,xcompton@example.com,Venezuela,2024-09-21,Standard,892.14
2074,Christopher Cain,amber67@example.com,Lebanon,2019-07-02,Basic,46120.66
2075,Sandra White,omarmiller@example.net,Iraq,2024-10-29,Standard,313.53
2076,Matthew Miller,williamporter@example.net,Faroe Islands,2018-02-09,Basic,8759.45
2077,Lindsay Henderson,stevengoodwin@example.net,Western Sahara,2024-03-26,Basic,35194.65
2078,Dr. Karen Reid MD,jerome14@example.org,Somalia,2022-05-28,Basic,4149.32
2079,Ashley Simmons,plam@example.org,Christmas Island,2018-11-14,Basic,1644.28
2080,Mr. Robert Tran,mathewbennett@example.org,Slovakia (Slovak Republic),2022-12-29,Basic,6258.44
2081,Lauren Trevino,owhite@example.org,Turks and Caicos Islands,2022-03-22,Basic,17962.49
2082,Jennifer Bowman,preyes@example.net,Estonia,2019-12-27,Basic,49191.40
2083,Jessica Baker,edward70@example.org,Monaco,2019-05-27,Standard,18586.98
2084,James Moore,bethany36@example.com,Mauritius,2020-03-01,Standard,567.23
2085,April Ponce,josephross@example.net,Macao,2018-03-23,Standard,34059.66
2086,Andrew Graham,randall28@example.com,Netherlands,2022-01-05,Premium,4589.33
2087,Jessica Hanson,davischarles@example.org,Namibia,2024-11-17,Basic,15228.61
2088,Wendy Wright,yolandamarks@example.net,Ireland,2020-06-24,Premium,49007.94
2089,Daniel Cortez,petersontina@example.org,Uruguay,2022-01-26,Premium,14109.74
2090,Justin Davis,kimberly02@example.com,United States of America,2024-10-18,Premium,456.06
2091,Nicole Simpson,david16@example.com,Pakistan,2022-06-11,Premium,43508.82
2092,Corey Roberts,frenchrobert@example.org,Latvia,2024-05-20,Basic,24751.16
2093,Kari Buck,bartondavid@example.com,Nepal,2024-03-10,Premium,33025.94
2094,Nicole Mccoy,clinesteven@example.net,Cameroon,2024-05-06,Basic,34150.94
2095,Bobby Nelson,cobbmary@example.net,Colombia,2024-05-03,Premium,3361.50
2096,Lori Valentine,ijensen@example.net,Sri Lanka,2019-06-10,Basic,3345.96
2097,Melissa Perkins,gcollins@example.com,Montenegro,2020-11-29,Basic,42788.40
2098,Steven Davis,brianna50@example.org,British Virgin Islands,2023-11-13,Basic,39134.41
2099,Miranda Frazier,kirkkimberly@example.com,Egypt,2020-02-25,Basic,1253.56
2100,Jane Neal,daniel71@example.com,Pitcairn Islands,2023-12-23,Basic,12720.76
2101,Crystal Carlson,uclark@example.org,Isle of Man,2024-04-13,Standard,197.55
2102,Maria Garcia,mark90@example.com,Libyan Arab Jamahiriya,2022-10-16,Basic,33687.68
2103,Alexander Douglas,lindsay48@example.net,El Salvador,2018-08-01,Standard,21684.15
2104,Edward Bennett,rfleming@example.net,Tokelau,2022-07-25,Standard,6173.71
2105,Jessica Jimenez,murphyryan@example.org,American Samoa,2023-10-24,Standard,24829.18
2106,Tara Edwards,tracy75@example.net,Uganda,2023-10-20,Premium,44201.74
2107,Jerry Benton,tami38@example.net,Antarctica (the territory South of 60 deg S),2020-07-08,Premium,13968.86
